"order_id","order_date","customer_id","customer_name","city","pincode","product_id","product_name","category","quantity","price","discount","total_amount","payment_method","delivery_type","order_status","vendor_id","vendor_name","coupon_code","rating","is_returned","delivery_time_days"
"1344","2025-06-09","C003692","Customer_3692","Raipur","724928","P1025","ChocolateBar","Snacks","1","80","0","80","UPI","Standard","Processing","V0021","Vendor_21","","","N","2"
"1345","2025-08-04","C000143","Customer_143","Agra","215562","P1039","InstantNoodlesPack","Snacks","2","92","0","184","NetBanking","Express","Delivered","V0175","Vendor_175","","","N","1"
"1346","2024-08-12","C004759","Customer_4759","Varanasi","371044","P1034","PeanutButter_350g","Grocery","3","222","0","666","COD","Standard","Delivered","V0123","Vendor_123","","5","N","2"
"1347","2024-10-11","C001554","Customer_1554","Dhanbad","767898","P1008","Sugar_1kg","Grocery","2","226","0","452","Wallet","Express","Delivered","V0102","Vendor_102","","5","N","1"
"1348","2025-03-15","C000390","Customer_390","Jaipur","520882","P1039","InstantNoodlesPack","Snacks","1","57","0","57","Wallet","Standard","Delivered","V0161","Vendor_161","","5","N","3"
"1349","2024-12-16","C005550","Customer_5550","Chandigarh","829502","P1043","OlivesJar","Grocery","2","225","0","450","Wallet","Express","Processing","V0135","Vendor_135","","","N","1"
"1350","2024-11-06","C000337","Customer_337","Kolkata","973016","P1048","BabyDiapers","Baby","2","257","0","514","COD","Express","Delivered","V0137","Vendor_137","","5","N","1"
"1351","2024-08-17","C007760","Customer_7760","Ajmer","224677","P1024","BiscuitsPack","Snacks","1","87","4","83","Card","Standard","Delivered","V0104","Vendor_104","NEWUSER50","3","N","3"
"1352","2024-01-01","C005478","Customer_5478","Hyderabad","636306","P1024","BiscuitsPack","Snacks","1","51","0","51","COD","Express","Delivered","V0026","Vendor_26","","5","N","0"
"1353","2024-04-17","C000628","Customer_628","Kolhapur","877764","P1039","InstantNoodlesPack","Snacks","2","78","0","156","NetBanking","Standard","Delivered","V0047","Vendor_47","","5","N","2"
"1354","2025-11-27","C004634","Customer_4634","Bengaluru","698433","P1042","Maggie_2pack","Snacks","2","60","26","94","COD","Standard","Delivered","V0087","Vendor_87","SAVE20","5","N","3"
"1355","2024-09-11","C005668","Customer_5668","Asansol","758646","P1028","Butter_200g","Dairy","1","57","7","50","COD","Standard","Delivered","V0157","Vendor_157","NEWUSER50","4","N","3"
"1356","2025-01-29","C004328","Customer_4328","Vadodara","952206","P1035","CookingGasRefill","Household","1","160","0","160","COD","Express","Delivered","V0007","Vendor_7","","4","N","1"
"1357","2025-03-26","C007454","Customer_7454","Patna","828648","P1029","Cheese_200g","Dairy","1","137","31","106","NetBanking","Standard","Processing","V0025","Vendor_25","SAVE20","","N","2"
"1358","2024-11-16","C000704","Customer_704","Dehradun","455986","P1049","BabyWipes","Baby","1","217","0","217","NetBanking","Standard","Delivered","V0192","Vendor_192","","","N","3"
"1359","2024-06-03","C004851","Customer_4851","Kolhapur","961391","P1038","IceCream_500ml","Frozen","2","313","76","550","COD","Standard","Delivered","V0140","Vendor_140","ZP100","","N","3"
"1360","2025-05-29","C000944","Customer_944","Chandigarh","970523","P1011","Toothpaste_100g","PersonalCare","1","175","15","160","NetBanking","Standard","Delivered","V0006","Vendor_6","ZP100","5","N","2"
"1361","2024-01-07","C006985","Customer_6985","Tirupati","122147","P1023","Coffee_200g","Beverages","1","173","0","173","NetBanking","Standard","Delivered","V0115","Vendor_115","","5","N","2"
"1362","2025-08-23","C005855","Customer_5855","Patna","128972","P1022","Tea_250g","Beverages","1","38","3","35","Wallet","Express","Delivered","V0012","Vendor_12","NEWUSER50","5","N","0"
"1363","2025-11-16","C005590","Customer_5590","Pune","913860","P1050","Handwash_250ml","Household","1","268","0","268","Wallet","Express","Delivered","V0016","Vendor_16","","","N","1"
"1364","2024-04-22","C005461","Customer_5461","Kanpur","724518","P1041","BreadLoaf","Bakery","2","28","12","44","Card","Standard","Returned","V0082","Vendor_82","ZP100","","Y","1"
"1365","2025-08-30","C005993","Customer_5993","Gurgaon","182922","P1025","ChocolateBar","Snacks","1","96","10","86","Wallet","Express","Delivered","V0133","Vendor_133","FESTIVE10","3","N","0"
"1366","2025-04-10","C005480","Customer_5480","Thiruvananthapuram","107294","P1022","Tea_250g","Beverages","1","144","0","144","Wallet","Standard","Delivered","V0067","Vendor_67","","5","N","1"
"1367","2024-04-27","C007028","Customer_7028","","998755","P1032","Mayonnaise_250g","Grocery","1","230","0","230","Card","Standard","Processing","V0132","Vendor_132","","","N","2"
"1368","2024-12-16","C007563","Customer_7563","Rajkot","935301","P1021","FrozenFish_1kg","Frozen","1","199","0","199","COD","Standard","Delivered","V0045","Vendor_45","","","N","2"
"1369","2024-02-09","C000341","Customer_341","Dehradun","940966","P1028","Butter_200g","Dairy","2","119","43","195","COD","Standard","Delivered","V0184","Vendor_184","NEWUSER50","","N","3"
"1370","2024-08-24","C005427","Customer_5427","Ludhiana","530853","P1009","Rice_5kg","Grocery","1","195","0","195","NetBanking","Standard","Out for Delivery","V0070","Vendor_70","","","N","4"
"1371","2024-12-04","C000982","Customer_982","Mangalore","712198","P1021","FrozenFish_1kg","Frozen","2","362","44","680","COD","Standard","Delivered","V0041","Vendor_41","ZP100","","N","2"
"1372","2024-11-10","C004675","Customer_4675","Bengaluru","531285","P1048","BabyDiapers","Baby","2","205","0","410","COD","Standard","Delivered","V0158","Vendor_158","","","N","2"
"1373","2025-08-23","C005052","Customer_5052","Nellore","792186","P1022","Tea_250g","Beverages","1","166","0","166","Wallet","Standard","Delivered","V0156","Vendor_156","","5","N","3"
"1374","2025-03-02","C004241","Customer_4241","Kolkata","746997","P1035","CookingGasRefill","Household","3","217","0","651","UPI","Standard","Delivered","V0199","Vendor_199","","4","N","2"
"1375","2025-02-17","C000379","Customer_379","Gaya","690912","P1038","IceCream_500ml","Frozen","2","179","0","358","Card","Standard","Processing","V0092","Vendor_92","","","N","1"
"1376","2025-02-01","C001748","Customer_1748","Mysore","925426","P1025","ChocolateBar","Snacks","1","52","0","52","Wallet","Standard","Delivered","V0136","Vendor_136","","4","N","3"
"1377","2025-09-06","C004295","Customer_4295","Surat","987184","P1016","RiceCooker","Appliances","1","2422","0","2422","NetBanking","Standard","Delivered","V0126","Vendor_126","","5","N","1"
"1378","2025-05-31","C000395","Customer_395","Nagpur","378627","P1017","MobileCharger","Electronics","3","921","0","2763","UPI","Standard","Delivered","V0113","Vendor_113","","","N","3"
"1379","2024-06-10","C001695","Customer_1695","Ranchi","880055","P1007","OliveOil_500ml","Grocery","2","157","0","314","NetBanking","Standard","Delivered","V0162","Vendor_162","","","N","4"
"1380","2025-02-08","C005244","Customer_5244","Dehradun","200189","P1049","BabyWipes","Baby","3","226","0","678","Wallet","Standard","Delivered","V0173","Vendor_173","","","N","4"
"1381","2025-08-03","C005027","Customer_5027","Lucknow","750746","P1047","LipBalm","PersonalCare","1","201","0","201","COD","Standard","Delivered","V0085","Vendor_85","","","N","1"
"1382","2025-08-30","C000791","Customer_791","Jalandhar","369352","P1050","Handwash_250ml","Household","2","203","0","406","Card","Standard","Delivered","V0046","Vendor_46","","","N","2"
"1383","2024-11-14","C001403","Customer_1403","Indore","408463","P1010","Eggs_12pc","Dairy","1","126","0","126","Card","Standard","Delivered","V0093","Vendor_93","","5","N","2"
"1384","2025-05-31","C007718","Customer_7718","Kanpur","887418","P1007","OliveOil_500ml","Grocery","2","105","0","210","COD","Standard","Delivered","V0142","Vendor_142","","","N","1"
"1385","2024-08-19","C007145","Customer_7145","Vadodara","890670","P1008","Sugar_1kg","Grocery","2","230","0","460","Wallet","Standard","Delivered","V0106","Vendor_106","","5","N","3"
"1386","2024-11-20","C003692","Customer_3692","Meerut","197800","P1045","SurgicalGloves","Household","2","310","0","620","Card","Standard","Delivered","V0152","Vendor_152","","","N","3"
"1387","2024-10-12","C007840","Customer_7840","Meerut","811672","P1002","Milk_1L","Dairy","1","120","0","120","Wallet","Standard","Delivered","V0164","Vendor_164","","","N","4"
"1388","2025-01-11","C002191","Customer_2191","Amritsar","267537","P1048","BabyDiapers","Baby","1","156","0","156","NetBanking","Express","Delivered","V0064","Vendor_64","","","N","1"
"1389","2024-10-10","C005858","Customer_5858","Kolhapur","545997","P1001","Almonds_1kg","Grocery","3","102","0","306","UPI","Standard","Delivered","V0014","Vendor_14","","5","N","2"
"1390","2024-01-18","C007632","Customer_7632","Vadodara","716370","P1050","Handwash_250ml","Household","1","155","0","155","UPI","Express","Delivered","V0066","Vendor_66","","5","N","2"
"1391","2025-02-02","C000415","Customer_415","Ludhiana","453865","P1004","Bananas_1kg","Fruits","1","108","0","108","UPI","Standard","Delivered","V0180","Vendor_180","","5","N","3"
"1392","2024-03-19","C006625","Customer_6625","Chandigarh","330228","P1011","Toothpaste_100g","PersonalCare","3","224","0","672","Wallet","Express","Returned","V0155","Vendor_155","","","Y","0"
"1393","2025-09-22","C005154","Customer_5154","Durgapur","980005","P1032","Mayonnaise_250g","Grocery","1","207","52","155","UPI","Standard","Delivered","V0084","Vendor_84","NEWUSER50","4","N","2"
"1394","2025-03-10","C002456","Customer_2456","Bengaluru","747147","P1010","Eggs_12pc","Dairy","1","117","0","117","Wallet","Standard","Delivered","V0194","Vendor_194","","4","N","2"
"1395","2025-11-05","C001691","Customer_1691","Amritsar","514084","P1036","Soda_330ml","Beverages","1","235","0","235","Wallet","Express","Delivered","V0172","Vendor_172","","","N","2"
"1396","2024-06-25","C002764","Customer_2764","Pune","383071","P1033","SoyaChunks_500g","Grocery","1","203","46","157","Wallet","Standard","Delivered","V0060","Vendor_60","ZP100","","N","2"
"1397","2025-09-08","C002044","Customer_2044","Gurgaon","568862","P1016","RiceCooker","Appliances","1","1626","0","1626","Wallet","Standard","Delivered","V0163","Vendor_163","","5","N","3"
"1398","2025-10-01","C001222","Customer_1222","Ranchi","102828","P1015","FloorCleaner_1L","Household","1","172","0","172","Wallet","Express","Cancelled","V0113","Vendor_113","","","N","0"
"1399","2025-09-29","C006543","Customer_6543","Kolkata","226837","P1027","Cereal_500g","Grocery","2","245","0","490","Wallet","Express","Delivered","V0171","Vendor_171","","","N","1"
"1400","2025-10-12","C002834","Customer_2834","Ajmer","908234","P1048","BabyDiapers","Baby","3","230","0","690","UPI","Standard","Delivered","V0133","Vendor_133","","4","N","3"
"1401","2024-10-24","C006718","Customer_6718","Varanasi","681026","P1018","Mask_10pc","Household","3","189","100","467","Card","Standard","Processing","V0097","Vendor_97","FESTIVE10","","N","2"
"1402","2024-05-02","C004680","Customer_4680","Nagpur","468577","P1023","Coffee_200g","Beverages","2","157","0","314","NetBanking","Standard","Delivered","V0112","Vendor_112","","4","N","2"
"1403","2024-04-12","C001109","Customer_1109","Hyderabad","821177","P1038","IceCream_500ml","Frozen","1","339","66","273","UPI","Standard","Delivered","V0114","Vendor_114","FESTIVE10","5","N","3"
"1404","2024-12-29","C002332","Customer_2332","Aligarh","399412","P1029","Cheese_200g","Dairy","1","89","0","89","Card","Standard","Returned","V0097","Vendor_97","","","Y","1"
"1405","2025-06-01","C003917","Customer_3917","Delhi","136045","P1020","Chicken_1kg","Meat","1","331","0","331","UPI","Standard","Delivered","V0157","Vendor_157","","","N","3"
"1406","2025-08-25","C005882","Customer_5882","Kolkata","745202","P1036","Soda_330ml","Beverages","1","138","0","138","COD","Standard","Delivered","V0092","Vendor_92","","5","N","3"
"1407","2024-12-06","C005908","Customer_5908","Amritsar","143915","P1023","Coffee_200g","Beverages","1","188","0","188","UPI","Standard","Delivered","V0059","Vendor_59","","","N","2"
"1408","2025-04-14","C004778","Customer_4778","Mumbai","479865","P1012","Shampoo_200ml","PersonalCare","2","260","0","520","UPI","Standard","Delivered","V0071","Vendor_71","","5","N","2"
"1409","2025-11-11","C000894","Customer_894","Chandigarh","253225","P1033","SoyaChunks_500g","Grocery","2","139","0","278","NetBanking","Standard","Delivered","V0017","Vendor_17","","5","N","3"
"1410","2024-07-11","C006783","Customer_6783","Shimla","560853","P1007","OliveOil_500ml","Grocery","2","311","0","622","Wallet","Express","Delivered","V0052","Vendor_52","","5","N","0"
"1411","2025-03-22","C005567","Customer_5567","Indore","921492","P1012","Shampoo_200ml","PersonalCare","1","219","0","219","NetBanking","Standard","Delivered","V0028","Vendor_28","","5","N","1"
"1412","2025-03-10","C004719","Customer_4719","Delhi","645207","P1026","Juice_1L","Beverages","2","121","65","177","NetBanking","Standard","Delivered","V0011","Vendor_11","NEWUSER50","5","N","3"
"1413","2024-11-09","C000366","Customer_366","Nellore","732060","P1031","TomatoKetchup_500g","Grocery","3","236","171","537","UPI","Standard","Delivered","V0022","Vendor_22","FESTIVE10","","N","2"
"1414","2025-08-23","C003804","Customer_3804","Aligarh","270171","P1037","EnergyDrink_500ml","Beverages","1","168","0","168","NetBanking","Express","Delivered","V0189","Vendor_189","","5","N","0"
"1415","2025-04-14","C002150","Customer_2150","Gaya","278852","P1010","Eggs_12pc","Dairy","1","102","0","102","COD","Standard","Delivered","V0145","Vendor_145","","5","N","2"
"1416","2024-06-16","C006125","Customer_6125","Mangalore","282520","P1027","Cereal_500g","Grocery","3","291","0","873","Card","Standard","Delivered","V0174","Vendor_174","","5","N","4"
"1417","2025-07-10","C003389","Customer_3389","Hyderabad","650741","P1033","SoyaChunks_500g","Grocery","3","205","0","615","UPI","Standard","Delivered","V0078","Vendor_78","","3","N","2"
"1418","2025-06-14","C000610","Customer_610","Ranchi","775669","P1023","Coffee_200g","Beverages","1","153","0","153","Card","Express","Out for Delivery","V0095","Vendor_95","","","N","1"
"1419","2024-05-08","C001137","Customer_1137","Chennai","887734","P1006","WholeWheatAtta_5kg","Grocery","2","184","0","368","UPI","Standard","Delivered","V0095","Vendor_95","","5","N","2"
"1420","2024-03-11","C002366","Customer_2366","Chennai","896049","P1031","TomatoKetchup_500g","Grocery","2","168","0","336","Wallet","Standard","Cancelled","V0081","Vendor_81","","","N","4"
"1421","2025-06-02","C005772","Customer_5772","Gwalior","313359","P1002","Milk_1L","Dairy","1","116","0","116","Wallet","Standard","Delivered","V0097","Vendor_97","","4","N","2"
"1422","2024-11-08","C000975","Customer_975","Kanpur","981298","P1032","Mayonnaise_250g","Grocery","3","230","0","690","COD","Standard","Delivered","V0128","Vendor_128","","5","N","1"
"1423","2025-05-21","C001082","Customer_1082","Raipur","850975","P1042","Maggie_2pack","Snacks","3","58","0","174","Card","Standard","Delivered","V0040","Vendor_40","","5","N","2"
"1424","2025-05-19","C004170","Customer_4170","Gurgaon","198715","P1048","BabyDiapers","Baby","3","207","0","621","COD","Standard","Delivered","V0050","Vendor_50","","","N","2"
"1425","2025-10-30","C003666","Customer_3666","Dhanbad","128854","P1026","Juice_1L","Beverages","1","146","0","146","Card","Standard","Delivered","V0186","Vendor_186","","4","N","2"
"1426","2025-08-03","C001528","Customer_1528","Kolkata","855610","P1023","Coffee_200g","Beverages","2","164","0","328","Card","Standard","Delivered","V0003","Vendor_3","","","N","4"
"1427","2025-04-17","C006271","Customer_6271","Dhanbad","265008","P1003","Paneer_200g","Dairy","1","129","23","106","NetBanking","Standard","Processing","V0001","Vendor_1","FREESHIP","","N","3"
"1428","2025-04-10","C003133","Customer_3133","Dehradun","829961","P1006","WholeWheatAtta_5kg","Grocery","1","147","0","147","UPI","Standard","Delivered","V0017","Vendor_17","","4","N","3"
"1429","2024-02-04","C003705","Customer_3705","Mangalore","927158","P1032","Mayonnaise_250g","Grocery","3","207","0","621","UPI","Express","Delivered","V0156","Vendor_156","","","N","1"
"1430","2024-07-30","C007883","Customer_7883","Ranchi","432895","P1009","Rice_5kg","Grocery","2","223","0","446","COD","Standard","Delivered","V0089","Vendor_89","","","N","3"
"1431","2024-10-25","C000760","Customer_760","Ranchi","437925","P1018","Mask_10pc","Household","1","145","0","145","COD","Standard","Processing","V0028","Vendor_28","","","N","2"
"1432","2025-11-09","C007572","Customer_7572","Kolkata","848564","P1002","Milk_1L","Dairy","2","67","0","134","NetBanking","Standard","Delivered","V0017","Vendor_17","","4","N","1"
"1433","2025-01-02","C006430","Customer_6430","Coimbatore","879809","P1009","Rice_5kg","Grocery","1","235","13","222","UPI","Express","Delivered","V0052","Vendor_52","NEWUSER50","","N","0"
"1434","2025-09-05","C005073","Customer_5073","Jammu","728620","P1042","Maggie_2pack","Snacks","2","64","0","128","Wallet","Standard","Delivered","V0122","Vendor_122","","4","N","4"
"1435","2025-10-23","C001226","Customer_1226","Raipur","317722","P1009","Rice_5kg","Grocery","3","262","197","589","COD","Standard","Cancelled","V0178","Vendor_178","SAVE20","","N","2"
"1436","2025-09-15","C006349","Customer_6349","Vadodara","997096","P1009","Rice_5kg","Grocery","3","242","153","573","Card","Standard","Delivered","V0138","Vendor_138","ZP100","","N","3"
"1437","2025-08-23","C004091","Customer_4091","Patna","261697","P1049","BabyWipes","Baby","2","229","0","458","UPI","Standard","Delivered","V0177","Vendor_177","","5","N","2"
"1438","2024-03-27","C002512","Customer_2512","Varanasi","684296","P1049","BabyWipes","Baby","1","330","0","330","Wallet","Standard","Delivered","V0101","Vendor_101","","4","N","4"
"1439","2025-11-18","C001117","Customer_1117","Raipur","563344","P1018","Mask_10pc","Household","2","263","0","526","Wallet","Standard","Delivered","V0061","Vendor_61","","5","N","3"
"1440","2024-08-18","C002730","Customer_2730","Hyderabad","274739","P1039","InstantNoodlesPack","Snacks","2","83","0","166","NetBanking","Standard","Delivered","V0059","Vendor_59","","","N","2"
"1441","2024-05-10","C006885","Customer_6885","Nagpur","667290","P1049","BabyWipes","Baby","3","230","0","690","UPI","Standard","Delivered","V0171","Vendor_171","","","N","1"
"1442","2025-10-04","C007239","Customer_7239","Thiruvananthapuram","940483","P1005","Apple_1kg","Fruits","3","151","0","453","UPI","Standard","Delivered","V0103","Vendor_103","","","N","3"
"1443","2024-07-24","C001728","Customer_1728","Varanasi","576444","P1046","FaceWash_100ml","PersonalCare","3","239","0","717","Wallet","Standard","Delivered","V0034","Vendor_34","","","N","3"
"1444","2024-08-27","C003159","Customer_3159","Asansol","308089","P1047","LipBalm","PersonalCare","1","234","0","234","Wallet","Standard","Delivered","V0042","Vendor_42","","5","N","3"
"1445","2024-03-27","C006152","Customer_6152","Gurgaon","811295","P1003","Paneer_200g","Dairy","2","169","0","338","Wallet","Standard","Processing","V0072","Vendor_72","","","N","1"
"1446","2024-08-30","C001784","Customer_1784","Raipur","878948","P1025","ChocolateBar","Snacks","3","63","0","189","COD","Standard","Delivered","V0086","Vendor_86","","5","N","2"
"1447","2024-01-21","C006505","Customer_6505","Shimla","487474","P1015","FloorCleaner_1L","Household","1","152","14","138","Wallet","Standard","Cancelled","V0050","Vendor_50","NEWUSER50","","N","3"
"1448","2025-08-26","C001952","Customer_1952","Kolhapur","965549","P1044","Pickle_500g","Grocery","1","204","0","204","Wallet","Express","Delivered","V0021","Vendor_21","","","N","1"
"1449","2025-10-11","C006899","Customer_6899","Agra","916247","P1002","Milk_1L","Dairy","2","149","0","298","UPI","Standard","Returned","V0098","Vendor_98","","","Y","3"
"1450","2024-09-21","C005585","Customer_5585","Kolkata","103959","P1021","FrozenFish_1kg","Frozen","1","202","0","202","Card","Standard","Delivered","V0029","Vendor_29","","","N","1"
"1451","2025-02-01","C007467","Customer_7467","Durgapur","667151","P1014","Detergent_2kg","Household","2","267","0","534","NetBanking","Standard","Delivered","V0147","Vendor_147","","","N","3"
"1452","2024-10-18","C007194","Customer_7194","Noida","973842","P1010","Eggs_12pc","Dairy","1","159","0","159","Card","Standard","Returned","V0123","Vendor_123","","","Y","2"
"1453","2024-06-14","C001995","Customer_1995","Bengaluru","724205","P1050","Handwash_250ml","Household","2","246","0","492","Card","Standard","Delivered","V0086","Vendor_86","","","N","2"
"1454","2025-08-20","C005679","Customer_5679","Meerut","709286","P1026","Juice_1L","Beverages","1","204","17","187","Card","Standard","Delivered","V0148","Vendor_148","NEWUSER50","","N","2"
"1455","2025-07-10","C003891","Customer_3891","Jodhpur","148612","P1042","Maggie_2pack","Snacks","2","85","0","170","UPI","Express","Delivered","V0186","Vendor_186","","","N","0"
"1456","2025-04-14","C000584","Customer_584","Rajkot","770471","P1022","Tea_250g","Beverages","2","206","0","412","UPI","Standard","Delivered","V0034","Vendor_34","","","N","1"
"1457","2025-09-06","C002397","Customer_2397","Nagpur","396484","P1029","Cheese_200g","Dairy","1","97","0","97","COD","Standard","Delivered","V0125","Vendor_125","","","N","2"
"1458","2025-05-04","C004140","Customer_4140","Gwalior","383453","P1021","FrozenFish_1kg","Frozen","1","287","37","250","UPI","Standard","Processing","V0120","Vendor_120","SAVE20","","N","2"
"1459","2024-09-06","C003009","Customer_3009","Patna","759978","P1022","Tea_250g","Beverages","1","150","0","150","COD","Standard","Delivered","V0106","Vendor_106","","5","N","3"
"1460","2025-08-11","C005267","Customer_5267","Bengaluru","613063","P1018","Mask_10pc","Household","1","247","0","247","Card","Standard","Cancelled","V0142","Vendor_142","","","N","2"
"1461","2024-08-22","C000587","Customer_587","Hyderabad","625926","P1038","IceCream_500ml","Frozen","1","320","0","320","COD","Standard","Delivered","V0078","Vendor_78","","4","N","1"
"1462","2025-02-17","C005990","Customer_5990","Jaipur","498183","P1005","Apple_1kg","Fruits","1","152","11","141","Card","Standard","Delivered","V0176","Vendor_176","NEWUSER50","","N","4"
"1463","2024-01-10","C006521","Customer_6521","Ahmedabad","916113","P1007","OliveOil_500ml","Grocery","2","191","0","382","UPI","Standard","Delivered","V0010","Vendor_10","","","N","3"
"1464","2024-08-02","C004599","Customer_4599","Patna","794512","P1049","BabyWipes","Baby","1","347","0","347","NetBanking","Standard","Delivered","V0197","Vendor_197","","","N","2"
"1465","2024-05-24","C004763","Customer_4763","Ahmedabad","800371","P1016","RiceCooker","Appliances","2","2403","0","4806","Wallet","Standard","Delivered","V0085","Vendor_85","","4","N","1"
"1466","2024-03-30","C003147","Customer_3147","Kolkata","693271","P1038","IceCream_500ml","Frozen","1","395","0","395","COD","Standard","Delivered","V0030","Vendor_30","","4","N","1"
"1467","2024-01-19","C001833","Customer_1833","Bengaluru","684988","P1012","Shampoo_200ml","PersonalCare","2","143","0","286","NetBanking","Express","Delivered","V0047","Vendor_47","","","N","1"
"1468","2024-04-08","C006212","Customer_6212","Gwalior","725690","P1024","BiscuitsPack","Snacks","1","69","0","69","NetBanking","Standard","Delivered","V0131","Vendor_131","","","N","2"
"1469","2024-06-26","C007753","Customer_7753","Mumbai","575089","P1021","FrozenFish_1kg","Frozen","2","229","0","458","COD","Standard","Delivered","V0062","Vendor_62","","5","N","3"
"1470","2024-01-19","C001934","Customer_1934","Gaya","866857","P1003","Paneer_200g","Dairy","2","133","0","266","UPI","Standard","Delivered","V0064","Vendor_64","","4","N","1"
"1471","2025-09-26","C005800","Customer_5800","","603159","P1047","LipBalm","PersonalCare","2","226","0","452","Wallet","Express","Processing","V0168","Vendor_168","","","N","1"
"1472","2025-09-16","C004142","Customer_4142","Kanpur","213042","P1036","Soda_330ml","Beverages","1","156","0","156","UPI","Standard","Delivered","V0144","Vendor_144","","","N","2"
"1473","2025-06-03","C004477","Customer_4477","Asansol","564827","P1022","Tea_250g","Beverages","1","140","25","115","NetBanking","Express","Delivered","V0036","Vendor_36","FESTIVE10","5","N","1"
"1474","2024-01-19","C004100","Customer_4100","Bengaluru","508252","P1028","Butter_200g","Dairy","1","174","0","174","NetBanking","Standard","Delivered","V0078","Vendor_78","","","N","1"
"1475","2025-03-29","C002283","Customer_2283","Aligarh","212081","P1009","Rice_5kg","Grocery","3","224","143","529","UPI","Standard","Processing","V0173","Vendor_173","NEWUSER50","","N","2"
"1476","2025-03-02","C003393","Customer_3393","Gwalior","520104","P1038","IceCream_500ml","Frozen","3","268","0","804","COD","Standard","Delivered","V0007","Vendor_7","","5","N","2"
"1477","2024-02-23","C006157","Customer_6157","Coimbatore","781718","P1023","Coffee_200g","Beverages","2","180","0","360","UPI","Standard","Delivered","V0019","Vendor_19","","","N","3"
"1478","2024-11-05","C001806","Customer_1806","Coimbatore","253078","P1048","BabyDiapers","Baby","3","228","0","684","Wallet","Standard","Processing","V0045","Vendor_45","","","N","3"
"1479","2025-06-29","C005951","Customer_5951","Noida","487655","P1050","Handwash_250ml","Household","1","263","0","263","Card","Standard","Returned","V0154","Vendor_154","","","Y","3"
"1480","2024-03-13","C007434","Customer_7434","Chandigarh","599741","P1009","Rice_5kg","Grocery","2","124","0","248","Wallet","Express","Delivered","V0011","Vendor_11","","5","N","1"
"1481","2025-11-13","C000618","Customer_618","Jalandhar","281285","P1043","OlivesJar","Grocery","2","287","165","409","Wallet","Standard","Delivered","V0143","Vendor_143","FESTIVE10","","N","1"
"1482","2024-07-31","C001386","Customer_1386","Shimla","802706","P1039","InstantNoodlesPack","Snacks","3","100","0","300","COD","Standard","Delivered","V0108","Vendor_108","","5","N","4"
"1483","2025-05-05","C001259","Customer_1259","Kolkata","149957","P1016","RiceCooker","Appliances","3","1887","0","5661","Wallet","Standard","Cancelled","V0020","Vendor_20","","","N","4"
"1484","2024-11-25","C001509","Customer_1509","","310864","P1015","FloorCleaner_1L","Household","2","222","0","444","COD","Express","Delivered","V0117","Vendor_117","","3","N","2"
"1485","2025-10-25","C004868","Customer_4868","Bhubaneswar","627210","P1048","BabyDiapers","Baby","2","236","131","341","NetBanking","Standard","Delivered","V0075","Vendor_75","ZP100","4","N","2"
"1486","2025-01-09","C000459","Customer_459","Chennai","204276","P1023","Coffee_200g","Beverages","1","170","22","148","UPI","Express","Delivered","V0052","Vendor_52","NEWUSER50","5","N","1"
"1487","2024-10-17","C001793","Customer_1793","Delhi","259463","P1045","SurgicalGloves","Household","2","161","0","322","Wallet","Standard","Cancelled","V0132","Vendor_132","","","N","1"
"1488","2024-02-21","C004623","Customer_4623","Delhi","302083","P1001","Almonds_1kg","Grocery","1","196","20","176","COD","Standard","Delivered","V0123","Vendor_123","NEWUSER50","5","N","1"
"1489","2024-04-24","C005093","Customer_5093","Nagpur","462116","P1045","SurgicalGloves","Household","2","119","26","212","COD","Standard","Delivered","V0149","Vendor_149","ZP100","5","N","2"
"1490","2024-02-01","C005230","Customer_5230","Ajmer","880494","P1014","Detergent_2kg","Household","3","198","0","594","UPI","Standard","Delivered","V0043","Vendor_43","","","N","2"
"1491","2025-06-19","C001521","Customer_1521","Dehradun","465198","P1027","Cereal_500g","Grocery","1","278","0","278","NetBanking","Express","Delivered","V0189","Vendor_189","","","N","0"
"1492","2024-10-31","C007339","Customer_7339","Kolkata","306002","P1049","BabyWipes","Baby","1","335","0","335","UPI","Standard","Delivered","V0129","Vendor_129","","","N","4"
"1493","2025-02-19","C003737","Customer_3737","Hyderabad","651086","P1016","RiceCooker","Appliances","2","2079","0","4158","COD","Standard","Delivered","V0095","Vendor_95","","","N","2"
"1494","2024-01-14","C006923","Customer_6923","Jodhpur","562589","P1008","Sugar_1kg","Grocery","1","161","9","152","UPI","Express","Delivered","V0006","Vendor_6","ZP100","4","N","0"
"1495","2024-12-30","C005462","Customer_5462","Bhubaneswar","394952","P1033","SoyaChunks_500g","Grocery","1","171","27","144","Wallet","Standard","Delivered","V0181","Vendor_181","FREESHIP","","N","2"
"1496","2025-04-20","C007539","Customer_7539","Noida","674097","P1031","TomatoKetchup_500g","Grocery","1","180","0","180","COD","Standard","Delivered","V0178","Vendor_178","","4","N","2"
"1497","2025-02-02","C000065","Customer_65","Gurgaon","441670","P1028","Butter_200g","Dairy","1","72","0","72","Wallet","Standard","Delivered","V0178","Vendor_178","","","N","3"
"1498","2025-07-25","C000826","Customer_826","Gurgaon","138030","P1003","Paneer_200g","Dairy","1","128","0","128","NetBanking","Standard","Delivered","V0198","Vendor_198","","5","N","1"
